"Index","Source","Category","Url","FileName"
"22","往届冠军开源项目.docx","Repository","https://gitee.com/fine116/kun-jin-cuo-hot-pot---s4","W022.html"
"23","往届冠军开源项目.docx","Repository","https://gitee.com/gao-fuchang/GatherV3","W023.html"
"24","往届冠军开源项目.docx","Repository","https://gitee.com/gao-fuchang/s6-groupnorm","W024.html"
"25","往届冠军开源项目.docx","Repository","https://gitee.com/guo-guotong/ascend-developer-competition/tree/master/","W025.html"
"26","往届冠军开源项目.docx","Repository","https://gitee.com/h_y_bb/s5-ascend/tree/master/GatherV3","W026.html"
"27","往届冠军开源项目.docx","Repository","https://gitee.com/ieu-space/fractional-max-pool3-dgrad","W027.html"
"28","往届冠军开源项目.docx","Repository","https://gitee.com/jinjinshuhua/competition-archive","W028.html"
"29","往届冠军开源项目.docx","Repository","https://gitee.com/justmemb/s5","W029.html"
"30","往届冠军开源项目.docx","Repository","https://gitee.com/kinnnnnnn/gcd_out","W030.html"
"31","往届冠军开源项目.docx","Repository","https://gitee.com/lijie1001/glu-jvp","W031.html"
"32","往届冠军开源项目.docx","Repository","https://gitee.com/miracleqiji/Ascend_C_2024","W032.html"
"33","往届冠军开源项目.docx","Repository","https://gitee.com/miracleqiji/Ascend_C_S4","W033.html"
"34","往届冠军开源项目.docx","Repository","https://gitee.com/miracleqiji/Ascend_C_S5","W034.html"
"35","往届冠军开源项目.docx","Repository","https://gitee.com/miracleqiji/Ascend_C_S6/tree/master/","W035.html"
"36","往届冠军开源项目.docx","Repository","https://gitee.com/Nicet/no-one-ascend-coperator-s4","W036.html"
"37","往届冠军开源项目.docx","Repository","https://gitee.com/Nicet/npu-iil-stars-final","W037.html"
"38","往届冠军开源项目.docx","Repository","https://gitee.com/Nicet/s5-code","W038.html"
"39","往届冠军开源项目.docx","Repository","https://gitee.com/Nicet/s6-code","W039.html"
"40","往届冠军开源项目.docx","Repository","https://gitee.com/noninfinity/ascend-c-s4-performance.git","W040.html"
"41","往届冠军开源项目.docx","Repository","https://gitee.com/noninfinity/s6","W041.html"
"42","往届冠军开源项目.docx","Repository","https://gitee.com/nxd3/Ascend-AI-Operator-Challenge-S4-Challenge-Code","W042.html"
"43","往届冠军开源项目.docx","Repository","https://gitee.com/rezxc/ascend-c_-s6","W043.html"
"44","往届冠军开源项目.docx","Repository","https://gitee.com/sun_jie001/champion","W044.html"
"45","往届冠军开源项目.docx","Repository","https://gitee.com/sun_jie001/s4","W045.html"
"46","往届冠军开源项目.docx","Repository","https://gitee.com/syn006/s4/tree/master/s5","W046.html"
"47","往届冠军开源项目.docx","Repository","https://gitee.com/timmy2015/2024-Annual-Championship-Finals-Ascend-C","W047.html"
"48","往届冠军开源项目.docx","Repository","https://gitee.com/timmy2015/s6-ascend-c","W048.html"
"49","往届冠军开源项目.docx","Repository","https://gitee.com/vexlife/ascendc_s4","W049.html"
"50","往届冠军开源项目.docx","Repository","https://gitee.com/wang-shuai2395/us5/tree/master","W050.html"
"51","往届冠军开源项目.docx","Repository","https://gitee.com/wang-shuai2395/us6","W051.html"
"52","往届冠军开源项目.docx","Repository","https://gitee.com/wenyidylan/ascend-c_ops_-s6","W052.html"
"53","往届冠军开源项目.docx","Repository","https://gitee.com/wenyidylan/AscendC-2024final","W053.html"
"54","往届冠军开源项目.docx","Repository","https://gitee.com/wenyidylan/AscendC-S4","W054.html"
"55","往届冠军开源项目.docx","Repository","https://gitee.com/xiao-xunpeng/cann-ops-s6-challenge","W055.html"
"56","往届冠军开源项目.docx","Repository","https://gitee.com/xiao-xunpeng/s6-basic-operator","W056.html"
"57","往届冠军开源项目.docx","Repository","https://gitee.com/xiao-xunpeng/s6-challenge-operator","W057.html"
"58","往届冠军开源项目.docx","Repository","https://gitee.com/xingke2021/Operator-S5-Base/","W058.html"
"59","往届冠军开源项目.docx","Repository","https://gitee.com/xingke2021/Operator-S6-Base/","W059.html"
"60","往届冠军开源项目.docx","Repository","https://gitee.com/y-py014/AscendC-2024Final","W060.html"
"61","往届冠军开源项目.docx","Repository","https://gitee.com/y-py014/AscendC-S4","W061.html"
"62","往届冠军开源项目.docx","Repository","https://gitee.com/y-py014/AscendC-S5/","W062.html"
"63","往届冠军开源项目.docx","Repository","https://gitee.com/yellow-fitness/arg-min","W063.html"
"64","往届冠军开源项目.docx","Repository","https://gitee.com/yellow-fitness/log-sum-exponent-reduction","W064.html"
"65","往届冠军开源项目.docx","Repository","https://gitee.com/yolo_mic/ascend-cs6","W065.html"
"66","往届冠军开源项目.docx","Repository","https://gitee.com/znynn/2024-championship-tournament/tree/master/","W066.html"
"67","往届冠军开源项目.docx","Repository","https://gitee.com/znynn/gdufs-s4-basic-performance-operators","W067.html"
"68","往届冠军开源项目.docx","Repository","https://gitee.com/znynn/s5basicoperator/tree/master/FresnelCosGoldenSample/_zip","W068.html"
"69","往届冠军开源项目.docx","Repository","https://gitee.com/znynn/s6basicopeator/tree/master/GroupNorm","W069.html"
"70","往届冠军开源项目.docx","Repository","https://gitee.com/zzh-stable/ascend-s4","W070.html"
"71","往届冠军开源项目.docx","Repository","https://github.com/2044145178/AscendC_S4#","W071.html"
"72","往届冠军开源项目.docx","Repository","https://github.com/2044145178/AscendC_S5","W072.html"
"73","往届冠军开源项目.docx","Repository","https://github.com/ascend-124/s4","W073.html"
"74","往届冠军开源项目.docx","Repository","https://github.com/ascend-124/s5","W074.html"
"75","往届冠军开源项目.docx","Repository","https://github.com/ascend-124/s6","W075.html"
"76","往届冠军开源项目.docx","Repository","https://github.com/asfsdsf/AscendC-S6","W076.html"
"77","往届冠军开源项目.docx","Repository","https://github.com/Brown-Bert/S4.git","W077.html"
"78","往届冠军开源项目.docx","Repository","https://github.com/Brown-Bert/S5","W078.html"
"79","往届冠军开源项目.docx","Repository","https://github.com/bubu-12/Ascendc-S4","W079.html"
"80","往届冠军开源项目.docx","Repository","https://github.com/bubu-12/Ascendc-S5","W080.html"
"81","往届冠军开源项目.docx","Repository","https://github.com/Cishoon/AscendC-S4-Basic","W081.html"
"82","往届冠军开源项目.docx","Repository","https://github.com/clamee/-AI---","W082.html"
"83","往届冠军开源项目.docx","Repository","https://github.com/clamee/s6-Hypot","W083.html"
"84","往届冠军开源项目.docx","Repository","https://github.com/DanceToBurning/Ascend-S6-/tree/main","W084.html"
"85","往届冠军开源项目.docx","Repository","https://github.com/halfstark/ascend-s5","W085.html"
"86","往届冠军开源项目.docx","Repository","https://github.com/JackSimbol02/CANN-Comp","W086.html"
"87","往届冠军开源项目.docx","Repository","https://github.com/KaranocaVe/AscendC-S6","W087.html"
"88","往届冠军开源项目.docx","Repository","https://github.com/kgcyyds/S4.git","W088.html"
"89","往届冠军开源项目.docx","Repository","https://github.com/kgcyyds/S5_HustAga.git","W089.html"
"90","往届冠军开源项目.docx","Repository","https://github.com/kgcyyds/S6.git","W090.html"
"91","往届冠军开源项目.docx","Repository","https://github.com/linnlh/ascendc-2024-final","W091.html"
"92","往届冠军开源项目.docx","Repository","https://github.com/meaningfuI/Ascend-S5","W092.html"
"93","往届冠军开源项目.docx","Repository","https://github.com/MiracleDrawer/Ascend_S4","W093.html"
"94","往届冠军开源项目.docx","Repository","https://github.com/Qeeweew/AscendC-2025-5-23","W094.html"
"95","往届冠军开源项目.docx","Repository","https://github.com/Qeeweew/AscendC-S4","W095.html"
"96","往届冠军开源项目.docx","Repository","https://github.com/Qeeweew/AscendC-S5-GluJvp","W096.html"
"97","往届冠军开源项目.docx","Repository","https://github.com/Qeeweew/AscendC-S6-Logcumsumexp","W097.html"
"98","往届冠军开源项目.docx","Repository","https://github.com/Rotaeno/Pows","W098.html"
"99","往届冠军开源项目.docx","Repository","https://github.com/rura-t/AscendOps","W099.html"
"100","往届冠军开源项目.docx","Repository","https://github.com/ShwStone/Ascend-S5","W100.html"
"101","往届冠军开源项目.docx","Repository","https://github.com/sunkafei/ascend-operator-challenge-final","W101.html"
"102","往届冠军开源项目.docx","Repository","https://github.com/T1z1anXXX/champion2024-ascend-oprator","W102.html"
"103","往届冠军开源项目.docx","Repository","https://github.com/tangyhang/ascend--challenge-2024","W103.html"
"104","往届冠军开源项目.docx","Repository","https://github.com/ustc1587/ReduceLogSumExp","W104.html"
"105","往届冠军开源项目.docx","Repository","https://github.com/wilburx813/ascend_s4","W105.html"
"106","往届冠军开源项目.docx","Repository","https://github.com/winfan1314/AscendC-ops-24Final-Tangefly.git","W106.html"
"107","往届冠军开源项目.docx","Repository","https://github.com/winfan1314/AscendC-S4-Base.git","W107.html"
"108","往届冠军开源项目.docx","Repository","https://github.com/wybxw/Ascend_ops_Base_S6","W108.html"
"109","往届冠军开源项目.docx","Repository","https://github.com/wybxw/Ascend_ops_Performance_S6","W109.html"
"110","往届冠军开源项目.docx","Repository","https://github.com/XKevin63/ascendC-S4-Base","W110.html"
"111","往届冠军开源项目.docx","Repository","https://github.com/xxxkkw/Ascend-AI-Innovation-Operator-Challenge-S4-Season","W111.html"
"112","往届冠军开源项目.docx","Repository","https://github.com/yuntaoyulong/-S5-/","W112.html"
"113","往届冠军开源项目.docx","Repository","https://github.com/zzh-stable/ascend-s5","W113.html"
"114","往届冠军开源项目.docx","WebPage","https://www.hiascend.com/forum/thread-0280196402227017068-1-1.html","W114.html"
"115","往届冠军开源项目.docx","WebPage","https://www.hiascend.com/forum/thread-0297193135340490887-1-1.html","W115.html"
"116","S9挑战性能赛题说明.xlsx","Specification","https://docs.pytorch.org/docs/2.5/generated/torch.cat.html#torch.cat","W116.html"
"117","S9挑战性能赛题说明.xlsx","Specification","https://docs.pytorch.org/docs/2.5/generated/torch.gt.html#torch.gt","W117.html"
"118","S9挑战性能赛题说明.xlsx","Specification","https://docs.pytorch.org/docs/2.5/generated/torch.index_add.html#torch-index-add","W118.html"
"119","S9挑战性能赛题说明.xlsx","Specification","https://docs.pytorch.org/docs/2.5/generated/torch.permute.html#torch-permute","W119.html"
"120","S9挑战性能赛题说明.xlsx","Specification","https://docs.pytorch.org/docs/2.5/generated/torch.square.html#torch-square","W120.html"
"121","S9挑战性能赛题说明.xlsx","Specification","https://docs.pytorch.org/docs/2.5/generated/torch.sum.html#torch.sum","W121.html"
